year_end,neighborhood,parcels,city_owned
1998,MORGAN HEIGHTS,538,0
1998,MORGANDALE,2478,0
1998,MOUNT MARY,694,0
1998,MOUNT OLIVET,56,0
1998,MURRAY HILL,637,0
1998,MUSKEGO WAY,1899,2
1998,"NASH PARK",847,0
1998,"NATIONAL PARK",458,0
1998,NEW COELN,159,0
1998,NORTH DIVISION,1861,16
1998,NORTH GRANVILLE,31,0
1998,NORTHPOINT,504,0
1998,NORTHRIDGE,217,0
1998,NORTHRIDGE LAKES,297,0
1998,OLD NORTH MILWAUKEE,3103,2
1998,PARK KNOLL,374,0
1998,PARK PLACE,33,0
1998,PARK VIEW,135,0
1998,PARKWAY HILLS,153,0
1998,PHEASANT RUN,477,0
1998,POLLBER HEIGHTS,73,0
1998,POLONIA,1004,0
1998,RED OAK HEIGHTS,229,0
1998,RIDGEVIEW,88,0
1998,RIVER BEND,499,0
1998,RIVERSIDE PARK,227,0
1998,RIVERTON HEIGHTS,380,0
1998,RIVERWEST,2517,0
1998,ROLLING GREEN,492,0
1998,ROOSEVELT GROVE,1475,2
1998,ROOT CREEK,479,0
1998,RUFUS KING,1365,0
1998,SAINT JOSEPH,1633,1
1998,SAVELAND PARK,588,1
1998,SERVITE WOODS,403,0
1998,SHERMAN PARK,1666,4
1998,SILVER CITY,794,0
1998,SILVER SPRING,2464,1
1998,SILVER SWAN,397,0
1998,SOUTHGATE,474,0
1998,SOUTHPOINT,536,0
1998,ST. AMELIAN'S,581,0
1998,STORY HILL,513,0
1998,SUNSET HEIGHTS,1240,0
1998,THE VALLEY / PIGSVILLE,157,0
1998,THURSTON WOODS,1171,0
1998,TIMMERMAN AIRPORT,51,0
1998,TIMMERMAN WEST,957,0
1998,TIPPECANOE,2004,0
1998,TOWN & COUNTRY MANOR,606,0
1998,TOWN OF LAKE,1859,0
1998,TRIANGLE,102,1
1998,TRIANGLE NORTH,193,0
1998,TRIPOLI PARK,234,0
1998,UPPER EAST SIDE,841,0
1998,UPTOWN,1415,0
1998,VALHALLA,562,0
1998,VALLEY FORGE,54,0
1998,VETERANS AFFAIRS,1,0
1998,VOGEL PARK,369,0
1998,WAHL PARK,845,2
1998,WALKER'S POINT,1183,1
1998,WALNUT HILL,474,9
1998,WASHINGTON HEIGHTS,1989,0
1998,WASHINGTON PARK,1061,10
1998,WEDGEWOOD,477,0
1998,WEST VIEW,372,0
1998,WHISPERING HILLS,213,0
1998,WHITE MANOR,581,0
1998,WICK FIELD,160,0
1998,WILLIAMSBURG,606,1
1998,WILSON PARK,637,0
1998,WOODLAND COURT,135,0
1998,WOODLANDS,626,1
1998,WYRICK PARK,236,0
1998,YANKEE HILL,166,0
1999,ALCOTT PARK,482,0
1999,ALVERNO,52,0
1999,AMANI,1585,12
1999,ARLINGTON GARDENS,736,0
1999,ARLINGTON HEIGHTS,1230,3
1999,AVENUES WEST,268,6
1999,BARAN PARK,88,0
1999,BAY VIEW,4973,0
1999,BLUEMOUND HEIGHTS,976,1
1999,BORCHERT FIELD,1011,7
1999,BRADLEY ESTATES,965,0
1999,BREWER'S HILL,337,0
1999,BUCHEL PARK,13,0
1999,BURNHAM PARK,1337,0
1999,CALUMET FARMS,247,0
1999,CAMBRIDGE HEIGHTS,474,0
1999,CANNON PARK,430,0
1999,CAPITOL HEIGHTS,1650,0
1999,CASTLE MANOR,729,0
1999,CLARKE SQUARE,992,0
1999,CLAYTON CREST,533,0
1999,CLOCK TOWER ACRES,291,0
1999,COLD SPRING PARK,277,1
1999,COLLEGE HEIGHTS,373,0
1999,COLUMBUS PARK,1119,0
1999,CONCORDIA,185,0
1999,COOPER PARK,1208,0
1999,COPERNICUS PARK,472,0
1999,DINEEN PARK,908,0
1999,DOWNER WOODS,636,0
1999,DRETZKA PARK,13,0
1999,ENDERIS PARK,918,0
1999,ESTABROOK PARK,9,0
1999,EUCLID PARK,431,0
1999,FAIR PARK,421,0
1999,FAIRFIELD,332,0
1999,FAIRVIEW,1381,0
1999,FERNWOOD,1051,0
1999,FLORIST HIGHLANDS,270,0
1999,FOREST HOME HILLS,768,0
1999,FRANKLIN HEIGHTS,2202,8
1999,FREEDOM VILLAGE,14,0
1999,GARDEN HOMES,599,2
1999,GOLDEN GATE,266,0
1999,GOLDEN VALLEY,1060,0
1999,GOLDMAN PARK,524,0
1999,GRA-RAM,478,0
1999,GRACELAND,780,2
1999,GRANTOSA,357,0
1999,GRANVILLE STATION,249,0
1999,GRANVILLE WOODS,2,0
1999,GRASSLYN MANOR,1577,0
1999,GREEN MOOR,186,0
1999,GROVER HEIGHTS,104,0
1999,HALYARD PARK,89,0
1999,HAMPTON HEIGHTS,2113,2
1999,HARAMBEE,2448,16
1999,HARBOR VIEW,7,0
1999,HARDER'S OAKS,149,0
1999,HAVENWOODS,178,0
1999,HAWLEY FARMS,597,0
1999,HAWTHORNE GLEN,123,0
1999,HERITAGE HEIGHTS,62,0
1999,HIGHWOOD ESTATES,500,0
1999,HILLSIDE,40,0
1999,HILLTOP PARISH,2,0
1999,HISTORIC MITCHELL STREET,1639,4
1999,HISTORIC THIRD WARD,1,0
1999,HOLLER PARK,166,0
1999,HONEY CREEK MANOR,833,0
1999,HONEY CREEK PARKWAY,428,0
1999,JACKSON PARK,2383,0
1999,JOHNSON'S WOODS,911,0
1999,JUNEAU TOWN,291,0
1999,KILBOURN TOWN,2,0
1999,KING PARK,164,1
1999,KOPS PARK,1168,0
1999,LAND BANK,19,0
1999,LAYTON PARK,1598,0
1999,LENOX HEIGHTS,453,0
1999,LINCOLN CREEK,1959,1
1999,LINCOLN PARK,1420,0
1999,LINCOLN VILLAGE,1986,1
1999,LINDSAY PARK,1052,0
1999,LITTLE MENOMONEE PARKWAY,266,1
1999,LONG VIEW,911,0
1999,LOWER EAST SIDE,1107,0
1999,LYONS PARK,520,0
1999,MACK ACRES,69,0
1999,MAITLAND PARK,320,0
1999,MAPLE TREE,381,0
1999,MARTIN DRIVE,414,1
1999,MC GOVERN PARK,1059,2
1999,MELODY VIEW,198,0
1999,MENOMONEE RIVER HILLS,1831,0
1999,MENOMONEE RIVER HILLS EAST,636,0
1999,MENOMONEE RIVER VALLEY,3,0
1999,MERRILL PARK,527,2
1999,METCALFE PARK,570,13
1999,MIDTOWN,1239,10
1999,MILL VALLEY,329,0
1999,MILLER VALLEY,109,0
1999,MILWAUKEE RIVER PARKWAY,228,0
1999,MITCHELL FIELD,64,0
1999,MITCHELL PARK,8,0
1999,MITCHELL WEST,870,0
1999,MORGAN HEIGHTS,539,0
1999,MORGANDALE,2478,0
1999,MOUNT MARY,695,0
1999,MOUNT OLIVET,56,0
1999,MURRAY HILL,637,0
1999,MUSKEGO WAY,1894,2
1999,"NASH PARK",847,0
1999,"NATIONAL PARK",459,0
1999,NEW COELN,159,0
1999,NORTH DIVISION,1858,13
1999,NORTH GRANVILLE,31,0
1999,NORTHPOINT,503,0
1999,NORTHRIDGE,217,0
1999,NORTHRIDGE LAKES,297,0
1999,OLD NORTH MILWAUKEE,3105,14
1999,PARK KNOLL,377,0
1999,PARK PLACE,33,0
1999,PARK VIEW,135,0
1999,PARKWAY HILLS,153,0
1999,PHEASANT RUN,477,0
1999,POLLBER HEIGHTS,73,0
1999,POLONIA,1003,0
1999,RED OAK HEIGHTS,229,0
1999,RIDGEVIEW,88,0
1999,RIVER BEND,499,0
1999,RIVERSIDE PARK,227,0
1999,RIVERTON HEIGHTS,390,0
1999,RIVERWEST,2516,2
1999,ROLLING GREEN,492,0
1999,ROOSEVELT GROVE,1475,3
1999,ROOT CREEK,479,0
1999,RUFUS KING,1365,1
1999,SAINT JOSEPH,1634,0
1999,SAVELAND PARK,587,0
1999,SERVITE WOODS,403,0
1999,SHERMAN PARK,1659,3
1999,SILVER CITY,793,0
1999,SILVER SPRING,2464,1
1999,SILVER SWAN,397,0
1999,SOUTHGATE,474,0
1999,SOUTHPOINT,536,0
1999,ST. AMELIAN'S,581,0
1999,STORY HILL,513,0
1999,SUNSET HEIGHTS,1240,1
1999,THE VALLEY / PIGSVILLE,157,1
1999,THURSTON WOODS,1171,0
1999,TIMMERMAN AIRPORT,51,0
1999,TIMMERMAN WEST,957,0
1999,TIPPECANOE,2004,0
1999,TOWN & COUNTRY MANOR,607,0
1999,TOWN OF LAKE,1860,0
1999,TRIANGLE,95,0
1999,TRIANGLE NORTH,197,2
1999,TRIPOLI PARK,234,0
1999,UPPER EAST SIDE,840,0
1999,UPTOWN,1415,1
1999,VALHALLA,563,0
1999,VALLEY FORGE,54,0
1999,VETERANS AFFAIRS,1,0
1999,VOGEL PARK,370,0
1999,WAHL PARK,844,9
1999,WALKER'S POINT,1185,0
1999,WALNUT HILL,465,2
1999,WASHINGTON HEIGHTS,1988,1
1999,WASHINGTON PARK,1040,8
1999,WEDGEWOOD,477,0
1999,WEST VIEW,372,0
1999,WHISPERING HILLS,213,0
1999,WHITE MANOR,581,0
1999,WICK FIELD,161,0
1999,WILLIAMSBURG,604,3
1999,WILSON PARK,638,0
1999,WOODLAND COURT,135,0
1999,WOODLANDS,625,1
1999,WYRICK PARK,236,0
1999,YANKEE HILL,163,0
2000,ALCOTT PARK,482,0
2000,ALVERNO,53,0
2000,AMANI,1555,15
2000,ARLINGTON GARDENS,736,0
2000,ARLINGTON HEIGHTS,1227,0
2000,AVENUES WEST,269,12
2000,BARAN PARK,88,0
2000,BAY VIEW,4971,0
2000,BLUEMOUND HEIGHTS,975,0
2000,BORCHERT FIELD,1005,9
2000,BRADLEY ESTATES,964,0
2000,BREWER'S HILL,338,0
2000,BUCHEL PARK,13,0
2000,BURNHAM PARK,1337,0
2000,CALUMET FARMS,252,0
2000,CAMBRIDGE HEIGHTS,474,0
2000,CANNON PARK,429,0
2000,CAPITOL HEIGHTS,1650,0
2000,CASTLE MANOR,739,0
2000,CLARKE SQUARE,991,0
2000,CLAYTON CREST,532,0
2000,CLOCK TOWER ACRES,290,0
2000,COLD SPRING PARK,279,0
2000,COLLEGE HEIGHTS,373,0
2000,COLUMBUS PARK,1119,1
2000,CONCORDIA,185,0
2000,COOPER PARK,1208,0
2000,COPERNICUS PARK,473,0
2000,DINEEN PARK,909,0
2000,DOWNER WOODS,635,0
2000,DRETZKA PARK,13,0
2000,ENDERIS PARK,918,0
2000,ESTABROOK PARK,9,0
2000,EUCLID PARK,431,0
2000,FAIR PARK,421,0
2000,FAIRFIELD,332,0
2000,FAIRVIEW,1382,0
2000,FERNWOOD,1051,0
2000,FLORIST HIGHLANDS,274,0
2000,FOREST HOME HILLS,767,0
2000,FRANKLIN HEIGHTS,2198,9
2000,FREEDOM VILLAGE,14,0
2000,GARDEN HOMES,596,1
2000,GOLDEN GATE,266,0
2000,GOLDEN VALLEY,1060,0
2000,GOLDMAN PARK,524,0
2000,GRA-RAM,478,0
2000,GRACELAND,775,1
2000,GRANTOSA,357,0
2000,GRANVILLE STATION,249,0
2000,GRANVILLE WOODS,2,0
2000,GRASSLYN MANOR,1575,0
2000,GREEN MOOR,186,0
2000,GROVER HEIGHTS,103,0
2000,HALYARD PARK,88,0
2000,HAMPTON HEIGHTS,2110,1
2000,HARAMBEE,2436,9
2000,HARBOR VIEW,7,0
2000,HARDER'S OAKS,149,0
2000,HAVENWOODS,178,0
2000,HAWLEY FARMS,597,0
2000,HAWTHORNE GLEN,123,0
2000,HERITAGE HEIGHTS,77,0
2000,HIGHWOOD ESTATES,500,0
2000,HILLSIDE,40,0
2000,HILLTOP PARISH,1,0
2000,HISTORIC MITCHELL STREET,1628,5
2000,HISTORIC THIRD WARD,1,0
2000,HOLLER PARK,166,0
2000,HONEY CREEK MANOR,833,0
2000,HONEY CREEK PARKWAY,428,0
2000,JACKSON PARK,2384,0
2000,JOHNSON'S WOODS,912,0
2000,JUNEAU TOWN,247,0
2000,KILBOURN TOWN,2,0
2000,KING PARK,162,1
2000,KOPS PARK,1169,0
2000,LAND BANK,19,0
2000,LAYTON PARK,1600,0
2000,LENOX HEIGHTS,453,0
2000,LINCOLN CREEK,1959,5
2000,LINCOLN PARK,1420,1
2000,LINCOLN VILLAGE,1988,1
2000,LINDSAY PARK,1054,1
2000,LITTLE MENOMONEE PARKWAY,266,0
2000,LONG VIEW,911,0
2000,LOWER EAST SIDE,1103,0
2000,LYONS PARK,521,0
2000,MACK ACRES,69,0
2000,MAITLAND PARK,320,0
2000,MAPLE TREE,382,0
2000,MARTIN DRIVE,412,0
2000,MC GOVERN PARK,1058,0
2000,MELODY VIEW,198,0
2000,MENOMONEE RIVER HILLS,1832,0
2000,MENOMONEE RIVER HILLS EAST,633,0
2000,MENOMONEE RIVER VALLEY,2,0
2000,MERRILL PARK,530,6
2000,METCALFE PARK,561,8
2000,MIDTOWN,1251,2
2000,MILL VALLEY,329,0
2000,MILLER VALLEY,109,1
2000,MILWAUKEE RIVER PARKWAY,228,0
2000,MITCHELL FIELD,63,0
2000,MITCHELL PARK,8,0
2000,MITCHELL WEST,871,0
2000,MORGAN HEIGHTS,539,0
2000,MORGANDALE,2478,0
2000,MOUNT MARY,695,0
2000,MOUNT OLIVET,56,0
2000,MURRAY HILL,638,0
2000,MUSKEGO WAY,1884,1
2000,"NASH PARK",847,0
2000,"NATIONAL PARK",458,0
2000,NEW COELN,160,0
2000,NORTH DIVISION,1832,14
2000,NORTH GRANVILLE,31,0
2000,NORTHPOINT,502,0
2000,NORTHRIDGE,217,0
2000,NORTHRIDGE LAKES,297,0
2000,OLD NORTH MILWAUKEE,3098,8
2000,PARK KNOLL,378,0
2000,PARK PLACE,30,1
2000,PARK VIEW,135,0
2000,PARKWAY HILLS,153,0
2000,PHEASANT RUN,477,0
2000,POLLBER HEIGHTS,73,0
2000,POLONIA,1003,0
2000,RED OAK HEIGHTS,229,0
2000,RIDGEVIEW,88,0
2000,RIVER BEND,498,0
2000,RIVERSIDE PARK,227,0
2000,RIVERTON HEIGHTS,393,0
2000,RIVERWEST,2514,1
2000,ROLLING GREEN,493,0
2000,ROOSEVELT GROVE,1473,4
2000,ROOT CREEK,479,0
2000,RUFUS KING,1365,0
2000,SAINT JOSEPH,1637,0
2000,SAVELAND PARK,587,0
2000,SERVITE WOODS,403,0
2000,SHERMAN PARK,1655,5
2000,SILVER CITY,793,0
2000,SILVER SPRING,2465,0
2000,SILVER SWAN,397,0
2000,SOUTHGATE,473,0
2000,SOUTHPOINT,536,0
2000,ST. AMELIAN'S,581,0
2000,STORY HILL,513,0
2000,SUNSET HEIGHTS,1240,0
2000,THE VALLEY / PIGSVILLE,147,0
2000,THURSTON WOODS,1171,0
2000,TIMMERMAN AIRPORT,51,0
2000,TIMMERMAN WEST,960,0
2000,TIPPECANOE,2004,0
2000,TOWN & COUNTRY MANOR,608,0
2000,TOWN OF LAKE,1861,0
2000,TRIANGLE,95,0
2000,TRIANGLE NORTH,199,0
2000,TRIPOLI PARK,234,0
2000,UPPER EAST SIDE,840,0
2000,UPTOWN,1414,2
2000,VALHALLA,563,1
2000,VALLEY FORGE,54,0
2000,VETERANS AFFAIRS,1,0
2000,VOGEL PARK,371,0
2000,WAHL PARK,833,0
2000,WALKER'S POINT,1186,0
2000,WALNUT HILL,463,1
2000,WASHINGTON HEIGHTS,1988,0
2000,WASHINGTON PARK,1021,8
2000,WEDGEWOOD,477,0
2000,WEST VIEW,372,0
2000,WHISPERING HILLS,213,0
2000,WHITE MANOR,581,0
2000,WICK FIELD,162,0
2000,WILLIAMSBURG,599,6
2000,WILSON PARK,638,0
2000,WOODLAND COURT,135,0
2000,WOODLANDS,624,42
2000,WYRICK PARK,236,0
2000,YANKEE HILL,163,0
2001,ALCOTT PARK,482,0
2001,ALVERNO,54,0
2001,AMANI,1532,16
2001,ARLINGTON GARDENS,736,0
2001,ARLINGTON HEIGHTS,1227,7
2001,AVENUES WEST,268,11
2001,BARAN PARK,88,0
2001,BAY VIEW,5005,0
2001,BLUEMOUND HEIGHTS,975,0
2001,BORCHERT FIELD,993,11
2001,BRADLEY ESTATES,1031,0
2001,BREWER'S HILL,373,1
2001,BUCHEL PARK,13,0
2001,BURNHAM PARK,1336,0
2001,CALUMET FARMS,253,0
2001,CAMBRIDGE HEIGHTS,475,0
2001,CANNON PARK,428,0
2001,CAPITOL HEIGHTS,1650,2
2001,CASTLE MANOR,742,0
2001,CLARKE SQUARE,990,1
2001,CLAYTON CREST,532,0
2001,CLOCK TOWER ACRES,290,1
2001,COLD SPRING PARK,280,3
2001,COLLEGE HEIGHTS,373,0
2001,COLUMBUS PARK,1118,0
2001,CONCORDIA,187,0
2001,COOPER PARK,1208,0
2001,COPERNICUS PARK,473,0
2001,DINEEN PARK,909,0
2001,DOWNER WOODS,641,0
2001,DRETZKA PARK,12,0
2001,ENDERIS PARK,918,0
2001,ESTABROOK PARK,9,0
2001,EUCLID PARK,431,0
2001,FAIR PARK,422,0
2001,FAIRFIELD,332,0
2001,FAIRVIEW,1382,0
2001,FERNWOOD,1051,0
2001,FLORIST HIGHLANDS,277,0
2001,FOREST HOME HILLS,767,2
2001,FRANKLIN HEIGHTS,2186,14
2001,FREEDOM VILLAGE,14,0
2001,GARDEN HOMES,597,0
2001,GOLDEN GATE,266,0
2001,GOLDEN VALLEY,1060,0
2001,GOLDMAN PARK,524,0
2001,GRA-RAM,478,0
2001,GRACELAND,775,1
2001,GRANTOSA,357,0
2001,GRANVILLE STATION,256,0
2001,GRANVILLE WOODS,2,0
2001,GRASSLYN MANOR,1575,0
2001,GREEN MOOR,186,1
2001,GROVER HEIGHTS,102,0
2001,HALYARD PARK,88,0
2001,HAMPTON HEIGHTS,2110,1
2001,HARAMBEE,2417,22
2001,HARBOR VIEW,7,0
2001,HARDER'S OAKS,149,0
2001,HAVENWOODS,178,0
2001,HAWLEY FARMS,597,0
2001,HAWTHORNE GLEN,123,0
2001,HERITAGE HEIGHTS,83,0
2001,HIGHWOOD ESTATES,500,0
2001,HILLSIDE,40,0
2001,HISTORIC MITCHELL STREET,1618,5
2001,HISTORIC THIRD WARD,241,0
2001,HOLLER PARK,166,0
2001,HONEY CREEK MANOR,833,0
2001,HONEY CREEK PARKWAY,429,0
2001,JACKSON PARK,2384,0
2001,JOHNSON'S WOODS,912,0
2001,JUNEAU TOWN,312,0
2001,KILBOURN TOWN,81,0
2001,KING PARK,164,1
2001,KOPS PARK,1169,0
2001,LAND BANK,19,0
2001,LAYTON PARK,1599,1
2001,LENOX HEIGHTS,452,0
2001,LINCOLN CREEK,1955,5
2001,LINCOLN PARK,1419,2
2001,LINCOLN VILLAGE,1986,2
2001,LINDSAY PARK,1054,0
2001,LITTLE MENOMONEE PARKWAY,266,0
2001,LONG VIEW,911,1
2001,LOWER EAST SIDE,1312,1
2001,LYONS PARK,521,0
2001,MACK ACRES,69,0
2001,MAITLAND PARK,320,0
2001,MAPLE TREE,382,4
2001,MARTIN DRIVE,410,1
2001,MC GOVERN PARK,1057,0
2001,MELODY VIEW,198,0
2001,MENOMONEE RIVER HILLS,1835,0
2001,MENOMONEE RIVER HILLS EAST,633,0
2001,MENOMONEE RIVER VALLEY,2,0
2001,MERRILL PARK,528,0
2001,METCALFE PARK,551,10
2001,MIDTOWN,1266,10
2001,MILL VALLEY,329,0
2001,MILLER VALLEY,107,0
2001,MILWAUKEE RIVER PARKWAY,228,0
2001,MITCHELL FIELD,62,0
2001,MITCHELL PARK,8,0
2001,MITCHELL WEST,871,0
2001,MORGAN HEIGHTS,538,0
2001,MORGANDALE,2482,1
2001,MOUNT MARY,695,0
2001,MOUNT OLIVET,56,0
2001,MURRAY HILL,643,0
2001,MUSKEGO WAY,1886,6
2001,"NASH PARK",847,0
2001,"NATIONAL PARK",457,0
2001,NEW COELN,160,0
2001,NORTH DIVISION,1801,14
2001,NORTH GRANVILLE,31,0
2001,NORTHPOINT,535,0
2001,NORTHRIDGE,217,0
2001,NORTHRIDGE LAKES,300,0
2001,OLD NORTH MILWAUKEE,3092,11
2001,PARK KNOLL,379,0
2001,PARK PLACE,30,0
2001,PARK VIEW,135,0
2001,PARKWAY HILLS,153,0
2001,PHEASANT RUN,477,0
2001,POLLBER HEIGHTS,73,0
2001,POLONIA,1003,0
2001,RED OAK HEIGHTS,229,0
2001,RIDGEVIEW,88,0
2001,RIVER BEND,498,0
2001,RIVERSIDE PARK,233,0
2001,RIVERTON HEIGHTS,458,0
2001,RIVERWEST,2513,1
2001,ROLLING GREEN,493,0
2001,ROOSEVELT GROVE,1472,5
2001,ROOT CREEK,480,0
2001,RUFUS KING,1365,1
2001,SAINT JOSEPH,1636,1
2001,SAVELAND PARK,588,0
2001,SERVITE WOODS,417,0
2001,SHERMAN PARK,1652,9
2001,SILVER CITY,794,1
2001,SILVER SPRING,2466,2
2001,SILVER SWAN,397,0
2001,SOUTHGATE,473,0
2001,SOUTHPOINT,536,0
2001,ST. AMELIAN'S,586,0
2001,STORY HILL,514,0
2001,SUNSET HEIGHTS,1238,0
2001,THE VALLEY / PIGSVILLE,141,0
2001,THURSTON WOODS,1171,0
2001,TIMMERMAN AIRPORT,51,0
2001,TIMMERMAN WEST,960,0
2001,TIPPECANOE,2004,0
2001,TOWN & COUNTRY MANOR,611,0
2001,TOWN OF LAKE,1861,1
2001,TRIANGLE,100,0
2001,TRIANGLE NORTH,210,0
2001,TRIPOLI PARK,234,0
2001,UPPER EAST SIDE,842,0
2001,UPTOWN,1415,1
2001,VALHALLA,563,0
2001,VALLEY FORGE,54,0
2001,VETERANS AFFAIRS,1,0
2001,VOGEL PARK,372,0
2001,WAHL PARK,834,0
2001,WALKER'S POINT,1185,1
2001,WALNUT HILL,461,6
2001,WASHINGTON HEIGHTS,1989,0
2001,WASHINGTON PARK,1004,12
2001,WEDGEWOOD,477,0
2001,WEST VIEW,371,0
2001,WHISPERING HILLS,213,0
2001,WHITE MANOR,581,0
2001,WICK FIELD,162,0
2001,WILLIAMSBURG,595,4
2001,WILSON PARK,638,0
2001,WOODLAND COURT,135,0
2001,WOODLANDS,622,45
2001,WYRICK PARK,340,0
2001,YANKEE HILL,194,0
2002,ALCOTT PARK,481,0
2002,ALVERNO,59,0
2002,AMANI,1526,25
2002,ARLINGTON GARDENS,737,0
2002,ARLINGTON HEIGHTS,1222,10
2002,AVENUES WEST,266,11
2002,BARAN PARK,88,0
2002,BAY VIEW,5014,1
2002,BLUEMOUND HEIGHTS,976,0
2002,BORCHERT FIELD,990,8
2002,BRADLEY ESTATES,1031,0
2002,BREWER'S HILL,427,0
2002,BUCHEL PARK,13,0
2002,BURNHAM PARK,1334,2
2002,CALUMET FARMS,253,0
2002,CAMBRIDGE HEIGHTS,475,0
2002,CANNON PARK,429,0
2002,CAPITOL HEIGHTS,1650,1
2002,CASTLE MANOR,743,0
2002,CLARKE SQUARE,982,1
2002,CLAYTON CREST,532,0
2002,CLOCK TOWER ACRES,289,1
2002,COLD SPRING PARK,277,1
2002,COLLEGE HEIGHTS,373,0
2002,COLUMBUS PARK,1119,1
2002,CONCORDIA,190,1
2002,COOPER PARK,1208,0
2002,COPERNICUS PARK,471,0
2002,DINEEN PARK,909,0
2002,DOWNER WOODS,641,0
2002,DRETZKA PARK,12,0
2002,ENDERIS PARK,918,1
2002,ESTABROOK PARK,9,0
2002,EUCLID PARK,431,0
2002,FAIR PARK,422,0
2002,FAIRFIELD,331,0
2002,FAIRVIEW,1382,1
2002,FERNWOOD,1051,0
2002,FLORIST HIGHLANDS,280,0
2002,FOREST HOME HILLS,764,0
2002,FRANKLIN HEIGHTS,2183,15
2002,FREEDOM VILLAGE,14,0
2002,GARDEN HOMES,595,1
2002,GOLDEN GATE,266,0
2002,GOLDEN VALLEY,1060,0
2002,GOLDMAN PARK,524,0
2002,GRA-RAM,478,0
2002,GRACELAND,776,0
2002,GRANTOSA,357,0
2002,GRANVILLE STATION,280,0
2002,GRANVILLE WOODS,2,0
2002,GRASSLYN MANOR,1575,2
2002,GREEN MOOR,185,0
2002,GROVER HEIGHTS,102,0
2002,HALYARD PARK,93,0
2002,HAMPTON HEIGHTS,2105,5
2002,HARAMBEE,2384,28
2002,HARBOR VIEW,7,0
2002,HARDER'S OAKS,149,0
2002,HAVENWOODS,178,2
2002,HAWLEY FARMS,596,0
2002,HAWTHORNE GLEN,123,0
2002,HERITAGE HEIGHTS,88,0
2002,HIGHWOOD ESTATES,500,0
2002,HILLSIDE,40,0
2002,HISTORIC MITCHELL STREET,1618,2
2002,HISTORIC THIRD WARD,241,0
2002,HOLLER PARK,167,0
2002,HONEY CREEK MANOR,833,0
2002,HONEY CREEK PARKWAY,431,0
2002,JACKSON PARK,2384,0
2002,JOHNSON'S WOODS,911,0
2002,JUNEAU TOWN,343,0
2002,KILBOURN TOWN,81,0
2002,KING PARK,164,1
2002,KOPS PARK,1169,1
2002,LAND BANK,19,0
2002,LAYTON PARK,1599,0
2002,LENOX HEIGHTS,453,0
2002,LINCOLN CREEK,1957,3
2002,LINCOLN PARK,1420,2
2002,LINCOLN VILLAGE,1981,1
2002,LINDSAY PARK,1054,0
2002,LITTLE MENOMONEE PARKWAY,266,0
2002,LONG VIEW,911,1
2002,LOWER EAST SIDE,1378,0
2002,LYONS PARK,521,0
2002,MACK ACRES,69,0
2002,MAITLAND PARK,320,0
2002,MAPLE TREE,382,1
2002,MARTIN DRIVE,409,0
2002,MC GOVERN PARK,1053,1
2002,MELODY VIEW,198,0
2002,MENOMONEE RIVER HILLS,1853,2
2002,MENOMONEE RIVER HILLS EAST,633,1
2002,MENOMONEE RIVER VALLEY,2,0
2002,MERRILL PARK,527,3
2002,METCALFE PARK,540,8
2002,MIDTOWN,1270,15
2002,MILL VALLEY,329,0
2002,MILLER VALLEY,108,0
2002,MILWAUKEE RIVER PARKWAY,228,0
2002,MITCHELL FIELD,61,0
2002,MITCHELL PARK,8,1
2002,MITCHELL WEST,870,0
2002,MORGAN HEIGHTS,537,0
2002,MORGANDALE,2482,1
2002,MOUNT MARY,695,0
2002,MOUNT OLIVET,56,0
2002,MURRAY HILL,652,0
2002,MUSKEGO WAY,1880,3
2002,"NASH PARK",847,0
2002,"NATIONAL PARK",458,0
2002,NEW COELN,160,0
2002,NORTH DIVISION,1798,28
2002,NORTH GRANVILLE,31,0
2002,NORTHPOINT,540,0
2002,NORTHRIDGE,216,0
2002,NORTHRIDGE LAKES,301,1
2002,OLD NORTH MILWAUKEE,3086,8
2002,PARK KNOLL,382,0
2002,PARK PLACE,30,0
2002,PARK VIEW,135,0
2002,PARKWAY HILLS,153,0
2002,PHEASANT RUN,477,0
2002,POLLBER HEIGHTS,73,0
2002,POLONIA,1003,0
2002,RED OAK HEIGHTS,230,0
2002,RIDGEVIEW,88,0
2002,RIVER BEND,498,0
2002,RIVERSIDE PARK,233,0
2002,RIVERTON HEIGHTS,460,1
2002,RIVERWEST,2533,5
2002,ROLLING GREEN,493,0
2002,ROOSEVELT GROVE,1471,3
2002,ROOT CREEK,480,0
2002,RUFUS KING,1367,2
2002,SAINT JOSEPH,1636,1
2002,SAVELAND PARK,588,0
2002,SERVITE WOODS,417,2
2002,SHERMAN PARK,1651,11
2002,SILVER CITY,793,1
2002,SILVER SPRING,2469,2
2002,SILVER SWAN,397,0
2002,SOUTHGATE,472,0
2002,SOUTHPOINT,536,0
2002,ST. AMELIAN'S,586,0
2002,STORY HILL,514,0
2002,SUNSET HEIGHTS,1239,4
2002,THE VALLEY / PIGSVILLE,141,0
2002,THURSTON WOODS,1172,1
2002,TIMMERMAN AIRPORT,51,0
2002,TIMMERMAN WEST,960,1
2002,TIPPECANOE,2005,0
2002,TOWN & COUNTRY MANOR,613,0
2002,TOWN OF LAKE,1865,0
2002,TRIANGLE,106,2
2002,TRIANGLE NORTH,215,2
2002,TRIPOLI PARK,234,0
2002,UPPER EAST SIDE,843,0
2002,UPTOWN,1412,4
2002,VALHALLA,563,0
